"area","year","agegroup","age","sex","education","population","label"
"Japan",1965,19,"90--94","1","e3",8.58871820293414,"Primary"
"Japan",1965,20,"95--99","1","e3",0.733525267414605,"Primary"
"Japan",1965,21,"100+","1","e3",0.036282673074338,"Primary"
"Japan",1965,1,"0--4","1","e4",0,"Lower Secondary"
"Japan",1965,2,"5--9","1","e4",0,"Lower Secondary"
"Japan",1965,3,"10--14","1","e4",0,"Lower Secondary"
"Japan",1965,4,"15--19","1","e4",3478.58879066574,"Lower Secondary"
"Japan",1965,5,"20--24","1","e4",1161.86604237773,"Lower Secondary"
"Japan",1965,6,"25--29","1","e4",1105.4823922799,"Lower Secondary"
"Japan",1965,7,"30--34","1","e4",1228.82003531449,"Lower Secondary"
"Japan",1965,8,"35--39","1","e4",1204.62204774764,"Lower Secondary"
"Japan",1965,9,"40--44","1","e4",908.402544138475,"Lower Secondary"
"Japan",1965,10,"45--49","1","e4",739.652076543273,"Lower Secondary"
"Japan",1965,11,"50--54","1","e4",698.507628029483,"Lower Secondary"
"Japan",1965,12,"55--59","1","e4",623.221813702746,"Lower Secondary"
"Japan",1965,13,"60--64","1","e4",478.15112068819,"Lower Secondary"
"Japan",1965,14,"65--69","1","e4",325.242132473239,"Lower Secondary"
"Japan",1965,15,"70--74","1","e4",185.216514413546,"Lower Secondary"
"Japan",1965,16,"75--79","1","e4",90.2226502043934,"Lower Secondary"
"Japan",1965,17,"80--84","1","e4",31.7556138536902,"Lower Secondary"
"Japan",1965,18,"85--89","1","e4",8.02431205474288,"Lower Secondary"
"Japan",1965,19,"90--94","1","e4",1.11730304593456,"Lower Secondary"
"Japan",1965,20,"95--99","1","e4",0.0722671792730762,"Lower Secondary"
"Japan",1965,21,"100+","1","e4",0.00269360658510419,"Lower Secondary"
"Japan",1965,1,"0--4","1","e5",0,"Upper Secondary"
"Japan",1965,2,"5--9","1","e5",0,"Upper Secondary"
"Japan",1965,3,"10--14","1","e5",0,"Upper Secondary"
"Japan",1965,4,"15--19","1","e5",1354.93900822181,"Upper Secondary"
"Japan",1965,5,"20--24","1","e5",2322.29289273667,"Upper Secondary"
"Japan",1965,6,"25--29","1","e5",1860.45291823925,"Upper Secondary"
"Japan",1965,7,"30--34","1","e5",1600.77731942861,"Upper Secondary"
"Japan",1965,8,"35--39","1","e5",1182.2849802077,"Upper Secondary"
"Japan",1965,9,"40--44","1","e5",683.10983006167,"Upper Secondary"
"Japan",1965,10,"45--49","1","e5",482.631124954056,"Upper Secondary"
"Japan",1965,11,"50--54","1","e5",413.280824904426,"Upper Secondary"
"Japan",1965,12,"55--59","1","e5",249.572522700156,"Upper Secondary"
"Japan",1965,13,"60--64","1","e5",173.566780758081,"Upper Secondary"
"Japan",1965,14,"65--69","1","e5",98.0549215860873,"Upper Secondary"
"Japan",1965,15,"70--74","1","e5",46.2234837935575,"Upper Secondary"
"Japan",1965,16,"75--79","1","e5",18.5898002018879,"Upper Secondary"
"Japan",1965,17,"80--84","1","e5",5.3900688811504,"Upper Secondary"
"Japan",1965,18,"85--89","1","e5",1.11934824800934,"Upper Secondary"
"Japan",1965,19,"90--94","1","e5",0.127839932995118,"Upper Secondary"
"Japan",1965,20,"95--99","1","e5",0.00677456130312283,"Upper Secondary"
"Japan",1965,21,"100+","1","e5",0.000206800118351559,"Upper Secondary"
"Japan",1965,1,"0--4","1","e6",0,"Post Secondary"
"Japan",1965,2,"5--9","1","e6",0,"Post Secondary"
"Japan",1965,3,"10--14","1","e6",0,"Post Secondary"
"Japan",1965,4,"15--19","1","e6",0,"Post Secondary"
"Japan",1965,5,"20--24","1","e6",671.068737841997,"Post Secondary"
"Japan",1965,6,"25--29","1","e6",708.256664090949,"Post Secondary"
"Japan",1965,7,"30--34","1","e6",686.285579221563,"Post Secondary"
"Japan",1965,8,"35--39","1","e6",561.397002095789,"Post Secondary"
"Japan",1965,9,"40--44","1","e6",339.666861851374,"Post Secondary"
"Japan",1965,10,"45--49","1","e6",209.116813098628,"Post Secondary"
"Japan",1965,11,"50--54","1","e6",174.383958059589,"Post Secondary"
"Japan",1965,12,"55--59","1","e6",130.875446405358,"Post Secondary"
"Japan",1965,13,"60--64","1","e6",84.9163171644455,"Post Secondary"
"Japan",1965,14,"65--69","1","e6",49.0707147083084,"Post Secondary"
"Japan",1965,15,"70--74","1","e6",23.5746220720635,"Post Secondary"
"Japan",1965,16,"75--79","1","e6",9.63517826164431,"Post Secondary"
"Japan",1965,17,"80--84","1","e6",2.83257889086923,"Post Secondary"
"Japan",1965,18,"85--89","1","e6",0.594976018520478,"Post Secondary"
"Japan",1965,19,"90--94","1","e6",0.0685940823008392,"Post Secondary"
"Japan",1965,20,"95--99","1","e6",0.00366512317104412,"Post Secondary"
"Japan",1965,21,"100+","1","e6",0.000112766463266735,"Post Secondary"
"Japan",1965,1,"0--4","2","e1",3970.384,"No Education"
"Japan",1965,2,"5--9","2","e1",3823.211,"No Education"
"Japan",1965,3,"10--14","2","e1",4519.856,"No Education"
"Japan",1965,4,"15--19","2","e1",6.40978297241496,"No Education"
"Japan",1965,5,"20--24","2","e1",7.37588981520943,"No Education"
"Japan",1965,6,"25--29","2","e1",8.9084755591999,"No Education"
"Japan",1965,7,"30--34","2","e1",11.410126952924,"No Education"
"Japan",1965,8,"35--39","2","e1",13.5699873324054,"No Education"
"Japan",1965,9,"40--44","2","e1",15.3314316383378,"No Education"
"Japan",1965,10,"45--49","2","e1",19.2752204439744,"No Education"
"Japan",1965,11,"50--54","2","e1",36.4237243015548,"No Education"
"Japan",1965,12,"55--59","2","e1",59.0725241258012,"No Education"
"Japan",1965,13,"60--64","2","e1",65.2284768750187,"No Education"
"Japan",1965,14,"65--69","2","e1",79.1746006425504,"No Education"
"Japan",1965,15,"70--74","2","e1",87.4259102777027,"No Education"
"Japan",1965,16,"75--79","2","e1",89.6758207510912,"No Education"
"Japan",1965,17,"80--84","2","e1",72.4058086702953,"No Education"
"Japan",1965,18,"85--89","2","e1",41.077095990489,"No Education"
"Japan",1965,19,"90--94","2","e1",12.2349827451361,"No Education"
"Japan",1965,20,"95--99","2","e1",1.74380444502835,"No Education"
"Japan",1965,21,"100+","2","e1",0.121821008532655,"No Education"
"Japan",1965,1,"0--4","2","e2",0,"Incomplete Primary"
"Japan",1965,2,"5--9","2","e2",0,"Incomplete Primary"
"Japan",1965,3,"10--14","2","e2",0,"Incomplete Primary"
"Japan",1965,4,"15--19","2","e2",0,"Incomplete Primary"
"Japan",1965,5,"20--24","2","e2",0,"Incomplete Primary"
"Japan",1965,6,"25--29","2","e2",0,"Incomplete Primary"
"Japan",1965,7,"30--34","2","e2",0,"Incomplete Primary"
"Japan",1965,8,"35--39","2","e2",0,"Incomplete Primary"
"Japan",1965,9,"40--44","2","e2",0,"Incomplete Primary"
"Japan",1965,10,"45--49","2","e2",0,"Incomplete Primary"
"Japan",1965,11,"50--54","2","e2",0,"Incomplete Primary"
"Japan",1965,12,"55--59","2","e2",0,"Incomplete Primary"
"Japan",1965,13,"60--64","2","e2",0,"Incomplete Primary"
"Japan",1965,14,"65--69","2","e2",0,"Incomplete Primary"
"Japan",1965,15,"70--74","2","e2",0,"Incomplete Primary"
"Japan",1965,16,"75--79","2","e2",0,"Incomplete Primary"
"Japan",1965,17,"80--84","2","e2",0,"Incomplete Primary"
"Japan",1965,18,"85--89","2","e2",0,"Incomplete Primary"
"Japan",1965,19,"90--94","2","e2",0,"Incomplete Primary"
"Japan",1965,20,"95--99","2","e2",0,"Incomplete Primary"
"Japan",1965,21,"100+","2","e2",0,"Incomplete Primary"
"Japan",1965,1,"0--4","2","e3",0,"Primary"
"Japan",1965,2,"5--9","2","e3",0,"Primary"
"Japan",1965,3,"10--14","2","e3",0,"Primary"
"Japan",1965,4,"15--19","2","e3",573.794862615091,"Primary"
"Japan",1965,5,"20--24","2","e3",325.561445176718,"Primary"
"Japan",1965,6,"25--29","2","e3",412.681695120862,"Primary"
"Japan",1965,7,"30--34","2","e3",463.750442009898,"Primary"
"Japan",1965,8,"35--39","2","e3",602.774708251398,"Primary"
"Japan",1965,9,"40--44","2","e3",731.616544214247,"Primary"
"Japan",1965,10,"45--49","2","e3",759.972779272144,"Primary"
"Japan",1965,11,"50--54","2","e3",825.939280729952,"Primary"
"Japan",1965,12,"55--59","2","e3",773.381460971204,"Primary"
"Japan",1965,13,"60--64","2","e3",749.012586135299,"Primary"
"Japan",1965,14,"65--69","2","e3",647.823145964407,"Primary"
"Japan",1965,15,"70--74","2","e3",498.480170457355,"Primary"
"Japan",1965,16,"75--79","2","e3",348.572912903692,"Primary"
"Japan",1965,17,"80--84","2","e3",188.12138455417,"Primary"
"Japan",1965,18,"85--89","2","e3",69.9489455510404,"Primary"
"Japan",1965,19,"90--94","2","e3",13.4167099225842,"Primary"
"Japan",1965,20,"95--99","2","e3",1.21341486656846,"Primary"
"Japan",1965,21,"100+","2","e3",0.0531910422174612,"Primary"
"Japan",1965,1,"0--4","2","e4",0,"Lower Secondary"
"Japan",1965,2,"5--9","2","e4",0,"Lower Secondary"
"Japan",1965,3,"10--14","2","e4",0,"Lower Secondary"
"Japan",1965,4,"15--19","2","e4",3371.4144764284,"Lower Secondary"
"Japan",1965,5,"20--24","2","e4",1211.09738762926,"Lower Secondary"
"Japan",1965,6,"25--29","2","e4",1377.31401084735,"Lower Secondary"
"Japan",1965,7,"30--34","2","e4",1491.61514961085,"Lower Secondary"
"Japan",1965,8,"35--39","2","e4",1461.40738204453,"Lower Secondary"
"Japan",1965,9,"40--44","2","e4",1322.0885967191,"Lower Secondary"
"Japan",1965,10,"45--49","2","e4",1110.69992802922,"Lower Secondary"
"Japan",1965,11,"50--54","2","e4",1010.64674295766,"Lower Secondary"
"Japan",1965,12,"55--59","2","e4",814.92378045792,"Lower Secondary"
"Japan",1965,13,"60--64","2","e4",631.337776094165,"Lower Secondary"
"Japan",1965,14,"65--69","2","e4",450.429159319264,"Lower Secondary"
"Japan",1965,15,"70--74","2","e4",282.544650319197,"Lower Secondary"
"Japan",1965,16,"75--79","2","e4",159.312074017745,"Lower Secondary"
"Japan",1965,17,"80--84","2","e4",68.727971412488,"Lower Secondary"
"Japan",1965,18,"85--89","2","e4",20.2376523763064,"Lower Secondary"
"Japan",1965,19,"90--94","2","e4",3.04840858231608,"Lower Secondary"
"Japan",1965,20,"95--99","2","e4",0.215065866356427,"Lower Secondary"
"Japan",1965,21,"100+","2","e4",0.00732148047088789,"Lower Secondary"
"Japan",1965,1,"0--4","2","e5",0,"Upper Secondary"
"Japan",1965,2,"5--9","2","e5",0,"Upper Secondary"
"Japan",1965,3,"10--14","2","e5",0,"Upper Secondary"
"Japan",1965,4,"15--19","2","e5",1371.20987798409,"Upper Secondary"
"Japan",1965,5,"20--24","2","e5",2434.75584658131,"Upper Secondary"
"Japan",1965,6,"25--29","2","e5",2028.17080534505,"Upper Secondary"
"Japan",1965,7,"30--34","2","e5",1852.38492165098,"Upper Secondary"
"Japan",1965,8,"35--39","2","e5",1456.43385052933,"Upper Secondary"
"Japan",1965,9,"40--44","2","e5",1006.64258520194,"Upper Secondary"
"Japan",1965,10,"45--49","2","e5",677.053747727074,"Upper Secondary"
"Japan",1965,11,"50--54","2","e5",518.303605028904,"Upper Secondary"
"Japan",1965,12,"55--59","2","e5",348.255826344201,"Upper Secondary"
"Japan",1965,13,"60--64","2","e5",220.323848755746,"Upper Secondary"
"Japan",1965,14,"65--69","2","e5",130.535839778515,"Upper Secondary"
"Japan",1965,15,"70--74","2","e5",67.7938446366035,"Upper Secondary"
"Japan",1965,16,"75--79","2","e5",31.5588154846594,"Upper Secondary"
"Japan",1965,17,"80--84","2","e5",11.2185812571021,"Upper Secondary"
"Japan",1965,18,"85--89","2","e5",2.71503572593732,"Upper Secondary"
"Japan",1965,19,"90--94","2","e5",0.335313580662255,"Upper Secondary"
"Japan",1965,20,"95--99","2","e5",0.019359889291387,"Upper Secondary"
"Japan",1965,21,"100+","2","e5",0.000538831764234831,"Upper Secondary"
"Japan",1965,1,"0--4","2","e6",0,"Post Secondary"
"Japan",1965,2,"5--9","2","e6",0,"Post Secondary"
"Japan",1965,3,"10--14","2","e6",0,"Post Secondary"
"Japan",1965,4,"15--19","2","e6",0,"Post Secondary"
"Japan",1965,5,"20--24","2","e6",550.585430797502,"Post Secondary"
"Japan",1965,6,"25--29","2","e6",349.27401312754,"Post Secondary"
"Japan",1965,7,"30--34","2","e6",248.655359775346,"Post Secondary"
"Japan",1965,8,"35--39","2","e6",180.707071842341,"Post Secondary"
"Japan",1965,9,"40--44","2","e6",126.598842226373,"Post Secondary"
"Japan",1965,10,"45--49","2","e6",78.9443245275917,"Post Secondary"
"Japan",1965,11,"50--54","2","e6",65.4176469819302,"Post Secondary"
"Japan",1965,12,"55--59","2","e6",52.725408100873,"Post Secondary"
"Japan",1965,13,"60--64","2","e6",32.9673121397717,"Post Secondary"
"Japan",1965,14,"65--69","2","e6",20.8502542952646,"Post Secondary"
"Japan",1965,15,"70--74","2","e6",11.5264243091418,"Post Secondary"
"Japan",1965,16,"75--79","2","e6",5.69637684281337,"Post Secondary"
"Japan",1965,17,"80--84","2","e6",2.14625410594468,"Post Secondary"
"Japan",1965,18,"85--89","2","e6",0.549270356226903,"Post Secondary"
"Japan",1965,19,"90--94","2","e6",0.0715851693014131,"Post Secondary"
"Japan",1965,20,"95--99","2","e6",0.00435493275537641,"Post Secondary"
"Japan",1965,21,"100+","2","e6",0.000127637014761251,"Post Secondary"
"Japan",1970,1,"0--4","1","e1",4562.099,"No Education"
"Japan",1970,2,"5--9","1","e1",4189.181,"No Education"
"Japan",1970,3,"10--14","1","e1",4034.711,"No Education"
"Japan",1970,4,"15--19","1","e1",5.36196705606888,"No Education"
"Japan",1970,5,"20--24","1","e1",6.15374454888786,"No Education"
"Japan",1970,6,"25--29","1","e1",6.41400962925161,"No Education"
"Japan",1970,7,"30--34","1","e1",6.6999589214343,"No Education"
"Japan",1970,8,"35--39","1","e1",8.04098372810743,"No Education"
"Japan",1970,9,"40--44","1","e1",8.4226444848661,"No Education"
"Japan",1970,10,"45--49","1","e1",7.63769436353615,"No Education"
"Japan",1970,11,"50--54","1","e1",8.84310849941781,"No Education"
"Japan",1970,12,"55--59","1","e1",12.1129718120965,"No Education"
"Japan",1970,13,"60--64","1","e1",12.32733668131,"No Education"
"Japan",1970,14,"65--69","1","e1",12.8331246573624,"No Education"
"Japan",1970,15,"70--74","1","e1",11.4070935219266,"No Education"
"Japan",1970,16,"75--79","1","e1",8.25680528987283,"No Education"
"Japan",1970,17,"80--84","1","e1",5.03713552886949,"No Education"
"Japan",1970,18,"85--89","1","e1",1.90242565084444,"No Education"
"Japan",1970,19,"90--94","1","e1",0.498462324823244,"No Education"
"Japan",1970,20,"95--99","1","e1",0.0707761146637515,"No Education"
"Japan",1970,21,"100+","1","e1",0.00487628891323894,"No Education"
"Japan",1970,1,"0--4","1","e2",0,"Incomplete Primary"
"Japan",1970,2,"5--9","1","e2",0,"Incomplete Primary"
"Japan",1970,3,"10--14","1","e2",0,"Incomplete Primary"
"Japan",1970,4,"15--19","1","e2",0,"Incomplete Primary"
"Japan",1970,5,"20--24","1","e2",0,"Incomplete Primary"
"Japan",1970,6,"25--29","1","e2",0,"Incomplete Primary"
"Japan",1970,7,"30--34","1","e2",0,"Incomplete Primary"
"Japan",1970,8,"35--39","1","e2",0,"Incomplete Primary"
"Japan",1970,9,"40--44","1","e2",0,"Incomplete Primary"
"Japan",1970,10,"45--49","1","e2",0,"Incomplete Primary"
"Japan",1970,11,"50--54","1","e2",0,"Incomplete Primary"
"Japan",1970,12,"55--59","1","e2",0,"Incomplete Primary"
"Japan",1970,13,"60--64","1","e2",0,"Incomplete Primary"
"Japan",1970,14,"65--69","1","e2",0,"Incomplete Primary"
"Japan",1970,15,"70--74","1","e2",0,"Incomplete Primary"
"Japan",1970,16,"75--79","1","e2",0,"Incomplete Primary"
"Japan",1970,17,"80--84","1","e2",0,"Incomplete Primary"
"Japan",1970,18,"85--89","1","e2",0,"Incomplete Primary"
"Japan",1970,19,"90--94","1","e2",0,"Incomplete Primary"
"Japan",1970,20,"95--99","1","e2",0,"Incomplete Primary"
"Japan",1970,21,"100+","1","e2",0,"Incomplete Primary"
"Japan",1970,1,"0--4","1","e3",0,"Primary"
"Japan",1970,2,"5--9","1","e3",0,"Primary"
"Japan",1970,3,"10--14","1","e3",0,"Primary"
"Japan",1970,4,"15--19","1","e3",504.85553354481,"Primary"
"Japan",1970,5,"20--24","1","e3",27.496926252709,"Primary"
"Japan",1970,6,"25--29","1","e3",293.977657323701,"Primary"
"Japan",1970,7,"30--34","1","e3",448.976677447082,"Primary"
"Japan",1970,8,"35--39","1","e3",579.260651096557,"Primary"
"Japan",1970,9,"40--44","1","e3",723.833331589923,"Primary"
"Japan",1970,10,"45--49","1","e3",716.616113549793,"Primary"
"Japan",1970,11,"50--54","1","e3",719.860943746947,"Primary"
"Japan",1970,12,"55--59","1","e3",795.961480913826,"Primary"
"Japan",1970,13,"60--64","1","e3",809.301214708937,"Primary"
"Japan",1970,14,"65--69","1","e3",735.671291255632,"Primary"
"Japan",1970,15,"70--74","1","e3",567.467859237904,"Primary"
"Japan",1970,16,"75--79","1","e3",346.750479266389,"Primary"
"Japan",1970,17,"80--84","1","e3",173.992463169275,"Primary"
"Japan",1970,18,"85--89","1","e3",52.7936176968684,"Primary"
"Japan",1970,19,"90--94","1","e3",10.8842934476824,"Primary"
"Japan",1970,20,"95--99","1","e3",1.19612426217222,"Primary"
"Japan",1970,21,"100+","1","e3",0.0630172864222351,"Primary"
"Japan",1970,1,"0--4","1","e4",0,"Lower Secondary"
"Japan",1970,2,"5--9","1","e4",0,"Lower Secondary"
"Japan",1970,3,"10--14","1","e4",0,"Lower Secondary"
"Japan",1970,4,"15--19","1","e4",2902.66819594612,"Lower Secondary"
"Japan",1970,5,"20--24","1","e4",1246.79590209123,"Lower Secondary"
"Japan",1970,6,"25--29","1","e4",1101.43780798957,"Lower Secondary"
"Japan",1970,7,"30--34","1","e4",1120.93774978806,"Lower Secondary"
"Japan",1970,8,"35--39","1","e4",1231.25654807682,"Lower Secondary"
"Japan",1970,9,"40--44","1","e4",1185.87496434054,"Lower Secondary"
"Japan",1970,10,"45--49","1","e4",897.443834872651,"Lower Secondary"
"Japan",1970,11,"50--54","1","e4",722.710565368116,"Lower Secondary"
"Japan",1970,12,"55--59","1","e4",660.568737483612,"Lower Secondary"
"Japan",1970,13,"60--64","1","e4",569.878459915865,"Lower Secondary"
"Japan",1970,14,"65--69","1","e4",414.311259603521,"Lower Secondary"
"Japan",1970,15,"70--74","1","e4",258.602551110245,"Lower Secondary"
"Japan",1970,16,"75--79","1","e4",126.037196131516,"Lower Secondary"
"Japan",1970,17,"80--84","1","e4",49.771591503972,"Lower Secondary"
"Japan",1970,18,"85--89","1","e4",11.7400409392575,"Lower Secondary"
"Japan",1970,19,"90--94","1","e4",1.86024620450818,"Lower Secondary"
"Japan",1970,20,"95--99","1","e4",0.155710761378644,"Lower Secondary"
"Japan",1970,21,"100+","1","e4",0.00620933974943334,"Lower Secondary"
"Japan",1970,1,"0--4","1","e5",0,"Upper Secondary"
"Japan",1970,2,"5--9","1","e5",0,"Upper Secondary"
"Japan",1970,3,"10--14","1","e5",0,"Upper Secondary"
"Japan",1970,4,"15--19","1","e5",1214.309303453,"Upper Secondary"
"Japan",1970,5,"20--24","1","e5",3170.07401273078,"Upper Secondary"
"Japan",1970,6,"25--29","1","e5",2102.86721593866,"Upper Secondary"
"Japan",1970,7,"30--34","1","e5",1835.05139219501,"Upper Secondary"
"Japan",1970,8,"35--39","1","e5",1604.21051893608,"Upper Secondary"
"Japan",1970,9,"40--44","1","e5",1164.14284157319,"Upper Secondary"
"Japan",1970,10,"45--49","1","e5",675.079185230784,"Upper Secondary"
"Japan",1970,11,"50--54","1","e5",471.796586704942,"Upper Secondary"
"Japan",1970,12,"55--59","1","e5",391.117715688433,"Upper Secondary"
"Japan",1970,13,"60--64","1","e5",228.46732661904,"Upper Secondary"
"Japan",1970,14,"65--69","1","e5",150.638619651739,"Upper Secondary"
"Japan",1970,15,"70--74","1","e5",78.1344370056605,"Upper Secondary"
"Japan",1970,16,"75--79","1","e5",31.535908762661,"Upper Secondary"
"Japan",1970,17,"80--84","1","e5",10.2812694875336,"Upper Secondary"
"Japan",1970,18,"85--89","1","e5",1.99659483157242,"Upper Secondary"
"Japan",1970,19,"90--94","1","e5",0.259770627259812,"Upper Secondary"
"Japan",1970,20,"95--99","1","e5",0.017822508161197,"Upper Secondary"
"Japan",1970,21,"100+","1","e5",0.000582125102932516,"Upper Secondary"
"Japan",1970,1,"0--4","1","e6",0,"Post Secondary"
"Japan",1970,2,"5--9","1","e6",0,"Post Secondary"
"Japan",1970,3,"10--14","1","e6",0,"Post Secondary"
"Japan",1970,4,"15--19","1","e6",0,"Post Secondary"
"Japan",1970,5,"20--24","1","e6",834.896414376393,"Post Secondary"
"Japan",1970,6,"25--29","1","e6",995.957309118818,"Post Secondary"
"Japan",1970,7,"30--34","1","e6",769.993221648408,"Post Secondary"
"Japan",1970,8,"35--39","1","e6",687.86729816244,"Post Secondary"
"Japan",1970,9,"40--44","1","e6",552.903218011481,"Post Secondary"
"Japan",1970,10,"45--49","1","e6",335.777171983236,"Post Secondary"
"Japan",1970,11,"50--54","1","e6",204.516795680577,"Post Secondary"
"Japan",1970,12,"55--59","1","e6",165.151094102033,"Post Secondary"
"Japan",1970,13,"60--64","1","e6",119.941662074848,"Post Secondary"
"Japan",1970,14,"65--69","1","e6",73.8187048317451,"Post Secondary"
"Japan",1970,15,"70--74","1","e6",39.1870591242639,"Post Secondary"
"Japan",1970,16,"75--79","1","e6",16.125610549561,"Post Secondary"
"Japan",1970,17,"80--84","1","e6",5.34254031035045,"Post Secondary"
"Japan",1970,18,"85--89","1","e6",1.05132088145722,"Post Secondary"
"Japan",1970,19,"90--94","1","e6",0.138227395726374,"Post Secondary"
"Japan",1970,20,"95--99","1","e6",0.00956635362419065,"Post Secondary"
"Japan",1970,21,"100+","1","e6",0.000314959812160085,"Post Secondary"
"Japan",1970,1,"0--4","2","e1",4339.942,"No Education"
"Japan",1970,2,"5--9","2","e1",4007.515,"No Education"
"Japan",1970,3,"10--14","2","e1",3882.378,"No Education"
"Japan",1970,4,"15--19","2","e1",5.05304382934306,"No Education"
"Japan",1970,5,"20--24","2","e1",6.42341437514535,"No Education"
"Japan",1970,6,"25--29","2","e1",7.42620085962728,"No Education"
"Japan",1970,7,"30--34","2","e1",8.9463330520067,"No Education"
"Japan",1970,8,"35--39","2","e1",11.4330823461745,"No Education"
"Japan",1970,9,"40--44","2","e1",13.3838977816828,"No Education"
"Japan",1970,10,"45--49","2","e1",15.2782431655943,"No Education"
"Japan",1970,11,"50--54","2","e1",19.0672467955089,"No Education"
"Japan",1970,12,"55--59","2","e1",35.1190871150173,"No Education"
"Japan",1970,13,"60--64","2","e1",56.4738105992319,"No Education"
"Japan",1970,14,"65--69","2","e1",60.415378343917,"No Education"
"Japan",1970,15,"70--74","2","e1",69.3877065495022,"No Education"
"Japan",1970,16,"75--79","2","e1",67.6489282829699,"No Education"
"Japan",1970,17,"80--84","2","e1",57.6312785949342,"No Education"
"Japan",1970,18,"85--89","2","e1",32.8060222541519,"No Education"
"Japan",1970,19,"90--94","2","e1",12.0352094698988,"No Education"
"Japan",1970,20,"95--99","2","e1",2.04626136906736,"No Education"
"Japan",1970,21,"100+","2","e1",0.156022070386715,"No Education"
"Japan",1970,1,"0--4","2","e2",0,"Incomplete Primary"
"Japan",1970,2,"5--9","2","e2",0,"Incomplete Primary"
"Japan",1970,3,"10--14","2","e2",0,"Incomplete Primary"
"Japan",1970,4,"15--19","2","e2",0,"Incomplete Primary"
"Japan",1970,5,"20--24","2","e2",0,"Incomplete Primary"
"Japan",1970,6,"25--29","2","e2",0,"Incomplete Primary"
"Japan",1970,7,"30--34","2","e2",0,"Incomplete Primary"
"Japan",1970,8,"35--39","2","e2",0,"Incomplete Primary"
"Japan",1970,9,"40--44","2","e2",0,"Incomplete Primary"
"Japan",1970,10,"45--49","2","e2",0,"Incomplete Primary"
"Japan",1970,11,"50--54","2","e2",0,"Incomplete Primary"
"Japan",1970,12,"55--59","2","e2",0,"Incomplete Primary"
"Japan",1970,13,"60--64","2","e2",0,"Incomplete Primary"
"Japan",1970,14,"65--69","2","e2",0,"Incomplete Primary"
"Japan",1970,15,"70--74","2","e2",0,"Incomplete Primary"
"Japan",1970,16,"75--79","2","e2",0,"Incomplete Primary"
"Japan",1970,17,"80--84","2","e2",0,"Incomplete Primary"
"Japan",1970,18,"85--89","2","e2",0,"Incomplete Primary"
"Japan",1970,19,"90--94","2","e2",0,"Incomplete Primary"
"Japan",1970,20,"95--99","2","e2",0,"Incomplete Primary"
"Japan",1970,21,"100+","2","e2",0,"Incomplete Primary"
"Japan",1970,1,"0--4","2","e3",0,"Primary"
"Japan",1970,2,"5--9","2","e3",0,"Primary"
"Japan",1970,3,"10--14","2","e3",0,"Primary"
"Japan",1970,4,"15--19","2","e3",501.696142602727,"Primary"
"Japan",1970,5,"20--24","2","e3",34.8926113284359,"Primary"
"Japan",1970,6,"25--29","2","e3",327.81339422669,"Primary"
"Japan",1970,7,"30--34","2","e3",414.484090205671,"Primary"
"Japan",1970,8,"35--39","2","e3",464.753133467558,"Primary"
"Japan",1970,9,"40--44","2","e3",594.630821564235,"Primary"
"Japan",1970,10,"45--49","2","e3",729.297060518892,"Primary"
"Japan",1970,11,"50--54","2","e3",752.113205211639,"Primary"
"Japan",1970,12,"55--59","2","e3",796.892918819753,"Primary"
"Japan",1970,13,"60--64","2","e3",740.110537806006,"Primary"
"Japan",1970,14,"65--69","2","e3",694.828750314819,"Primary"
"Japan",1970,15,"70--74","2","e3",569.095825475869,"Primary"
"Japan",1970,16,"75--79","2","e3",387.022196520805,"Primary"
"Japan",1970,17,"80--84","2","e3",224.931447312814,"Primary"
"Japan",1970,18,"85--89","2","e3",85.563133159811,"Primary"
"Japan",1970,19,"90--94","2","e3",20.547915818573,"Primary"
"Japan",1970,20,"95--99","2","e3",2.24646149896011,"Primary"
"Japan",1970,21,"100+","2","e3",0.10860003657342,"Primary"
"Japan",1970,1,"0--4","2","e4",0,"Lower Secondary"
"Japan",1970,2,"5--9","2","e4",0,"Lower Secondary"
"Japan",1970,3,"10--14","2","e4",0,"Lower Secondary"
"Japan",1970,4,"15--19","2","e4",2854.39742351077,"Lower Secondary"
"Japan",1970,5,"20--24","2","e4",1144.09499516731,"Lower Secondary"
"Japan",1970,6,"25--29","2","e4",1219.58981185638,"Lower Secondary"
"Japan",1970,7,"30--34","2","e4",1383.49010392807,"Lower Secondary"
"Japan",1970,8,"35--39","2","e4",1495.06204628422,"Lower Secondary"
"Japan",1970,9,"40--44","2","e4",1441.95597283486,"Lower Secondary"
"Japan",1970,10,"45--49","2","e4",1318.28853801187,"Lower Secondary"
"Japan",1970,11,"50--54","2","e4",1099.70629087139,"Lower Secondary"
"Japan",1970,12,"55--59","2","e4",975.757598316596,"Lower Secondary"
"Japan",1970,13,"60--64","2","e4",780.653830966979,"Lower Secondary"
"Japan",1970,14,"65--69","2","e4",586.579358982275,"Lower Secondary"
"Japan",1970,15,"70--74","2","e4",396.633133963795,"Lower Secondary"
"Japan",1970,16,"75--79","2","e4",220.116550508325,"Lower Secondary"
"Japan",1970,17,"80--84","2","e4",103.229375326681,"Lower Secondary"
"Japan",1970,18,"85--89","2","e4",31.3822792337882,"Lower Secondary"
"Japan",1970,19,"90--94","2","e4",5.96087285334553,"Lower Secondary"
"Japan",1970,20,"95--99","2","e4",0.511018927872076,"Lower Secondary"
