"area","year","agegroup","age","sex","education","population","label"
"Japan",1930,16,"75--79","1","e1",32.8424741944078,"No Education"
"Japan",1930,17,"80--84","1","e1",16.9399805737109,"No Education"
"Japan",1930,18,"85--89","1","e1",5.36570812468161,"No Education"
"Japan",1930,19,"90--94","1","e1",0.92079636628119,"No Education"
"Japan",1930,20,"95--99","1","e1",0.215765224345963,"No Education"
"Japan",1930,21,"100+","1","e1",0.0136758075417492,"No Education"
"Japan",1930,1,"0--4","1","e2",0,"Primary"
"Japan",1930,2,"5--9","1","e2",0,"Primary"
"Japan",1930,3,"10--14","1","e2",0,"Primary"
"Japan",1930,4,"15--19","1","e2",1332.23553053787,"Primary"
"Japan",1930,5,"20--24","1","e2",1329.52961379783,"Primary"
"Japan",1930,6,"25--29","1","e2",1319.4378920126,"Primary"
"Japan",1930,7,"30--34","1","e2",1296.9972970946,"Primary"
"Japan",1930,8,"35--39","1","e2",1221.85017649505,"Primary"
"Japan",1930,9,"40--44","1","e2",1204.79091285785,"Primary"
"Japan",1930,10,"45--49","1","e2",1160.81327110032,"Primary"
"Japan",1930,11,"50--54","1","e2",1126.4094383783,"Primary"
"Japan",1930,12,"55--59","1","e2",895.95443472789,"Primary"
"Japan",1930,13,"60--64","1","e2",689.277664896062,"Primary"
"Japan",1930,14,"65--69","1","e2",487.024692230689,"Primary"
"Japan",1930,15,"70--74","1","e2",337.566310692801,"Primary"
"Japan",1930,16,"75--79","1","e2",181.436743784731,"Primary"
"Japan",1930,17,"80--84","1","e2",69.9208246695907,"Primary"
"Japan",1930,18,"85--89","1","e2",16.4896891511443,"Primary"
"Japan",1930,19,"90--94","1","e2",2.10228242244277,"Primary"
"Japan",1930,20,"95--99","1","e2",0.36537761354154,"Primary"
"Japan",1930,21,"100+","1","e2",0.01715611512932,"Primary"
"Japan",1930,1,"0--4","1","e4",0,"Secondary"
"Japan",1930,2,"5--9","1","e4",0,"Secondary"
"Japan",1930,3,"10--14","1","e4",0,"Secondary"
"Japan",1930,4,"15--19","1","e4",1966.49133184202,"Secondary"
"Japan",1930,5,"20--24","1","e4",1383.41325287996,"Secondary"
"Japan",1930,6,"25--29","1","e4",1089.76484959798,"Secondary"
"Japan",1930,7,"30--34","1","e4",763.495890881674,"Secondary"
"Japan",1930,8,"35--39","1","e4",549.879123540702,"Secondary"
"Japan",1930,9,"40--44","1","e4",411.635282021651,"Secondary"
"Japan",1930,10,"45--49","1","e4",299.436936195871,"Secondary"
"Japan",1930,11,"50--54","1","e4",218.157985287894,"Secondary"
"Japan",1930,12,"55--59","1","e4",129.634439663403,"Secondary"
"Japan",1930,13,"60--64","1","e4",74.2150751093421,"Secondary"
"Japan",1930,14,"65--69","1","e4",38.9240042529473,"Secondary"
"Japan",1930,15,"70--74","1","e4",19.9945731388706,"Secondary"
"Japan",1930,16,"75--79","1","e4",7.9560117125884,"Secondary"
"Japan",1930,17,"80--84","1","e4",2.27085113363569,"Secondary"
"Japan",1930,18,"85--89","1","e4",0.396151045381977,"Secondary"
"Japan",1930,19,"90--94","1","e4",0.037337672004842,"Secondary"
"Japan",1930,20,"95--99","1","e4",0.00479496541126669,"Secondary"
"Japan",1930,21,"100+","1","e4",0.000166288729163135,"Secondary"
"Japan",1930,1,"0--4","1","e6",0,"Post Secondary"
"Japan",1930,2,"5--9","1","e6",0,"Post Secondary"
"Japan",1930,3,"10--14","1","e6",0,"Post Secondary"
"Japan",1930,4,"15--19","1","e6",0,"Post Secondary"
"Japan",1930,5,"20--24","1","e6",82.3946844320705,"Post Secondary"
"Japan",1930,6,"25--29","1","e6",48.4141631099556,"Post Secondary"
"Japan",1930,7,"30--34","1","e6",88.2860064218162,"Post Secondary"
"Japan",1930,8,"35--39","1","e6",55.8237420398341,"Post Secondary"
"Japan",1930,9,"40--44","1","e6",36.3043853049444,"Post Secondary"
"Japan",1930,10,"45--49","1","e6",22.7428372985597,"Post Secondary"
"Japan",1930,11,"50--54","1","e6",14.1512069510579,"Post Secondary"
"Japan",1930,12,"55--59","1","e6",7.12855126033313,"Post Secondary"
"Japan",1930,13,"60--64","1","e6",3.43877272369249,"Post Secondary"
"Japan",1930,14,"65--69","1","e6",1.51304038443066,"Post Secondary"
"Japan",1930,15,"70--74","1","e6",0.649974091486737,"Post Secondary"
"Japan",1930,16,"75--79","1","e6",0.215770308272813,"Post Secondary"
"Japan",1930,17,"80--84","1","e6",0.0513436230627054,"Post Secondary"
"Japan",1930,18,"85--89","1","e6",0.00745167879216562,"Post Secondary"
"Japan",1930,19,"90--94","1","e6",0.000583539271199398,"Post Secondary"
"Japan",1930,20,"95--99","1","e6",6.21967012300131e-05,"Post Secondary"
"Japan",1930,21,"100+","1","e6",1.7885997676157e-06,"Post Secondary"
"Japan",1930,1,"0--4","2","e1",4467.693,"No Education"
"Japan",1930,2,"5--9","2","e1",3852.299,"No Education"
"Japan",1930,3,"10--14","2","e1",3364.485,"No Education"
"Japan",1930,4,"15--19","2","e1",47.7908950910288,"No Education"
"Japan",1930,5,"20--24","2","e1",78.4129085048477,"No Education"
"Japan",1930,6,"25--29","2","e1",90.5467271804724,"No Education"
"Japan",1930,7,"30--34","2","e1",121.709582402232,"No Education"
"Japan",1930,8,"35--39","2","e1",159.824645842832,"No Education"
"Japan",1930,9,"40--44","2","e1",226.584967499699,"No Education"
"Japan",1930,10,"45--49","2","e1",322.588933176319,"No Education"
"Japan",1930,11,"50--54","2","e1",434.816615215471,"No Education"
"Japan",1930,12,"55--59","2","e1",475.828399836751,"No Education"
"Japan",1930,13,"60--64","2","e1",492.313638766508,"No Education"
"Japan",1930,14,"65--69","2","e1",451.823025739401,"No Education"
"Japan",1930,15,"70--74","2","e1",401.171986119737,"No Education"
"Japan",1930,16,"75--79","2","e1",278.448870832381,"No Education"
"Japan",1930,17,"80--84","2","e1",140.760937033629,"No Education"
"Japan",1930,18,"85--89","2","e1",44.9157993597792,"No Education"
"Japan",1930,19,"90--94","2","e1",7.8690515285676,"No Education"
"Japan",1930,20,"95--99","2","e1",2.11378030770412,"No Education"
"Japan",1930,21,"100+","2","e1",0.0729334357117278,"No Education"
"Japan",1930,1,"0--4","2","e2",0,"Primary"
"Japan",1930,2,"5--9","2","e2",0,"Primary"
"Japan",1930,3,"10--14","2","e2",0,"Primary"
"Japan",1930,4,"15--19","2","e2",1106.57967405271,"Primary"
"Japan",1930,5,"20--24","2","e2",1077.17658634923,"Primary"
"Japan",1930,6,"25--29","2","e2",1038.77715024818,"Primary"
"Japan",1930,7,"30--34","2","e2",994.488592755299,"Primary"
"Japan",1930,8,"35--39","2","e2",909.423205438551,"Primary"
"Japan",1930,9,"40--44","2","e2",878.248030546148,"Primary"
"Japan",1930,10,"45--49","2","e2",835.329125648413,"Primary"
"Japan",1930,11,"50--54","2","e2",738.133172969465,"Primary"
"Japan",1930,12,"55--59","2","e2",520.640081073106,"Primary"
"Japan",1930,13,"60--64","2","e2",342.19619858975,"Primary"
"Japan",1930,14,"65--69","2","e2",197.209349477318,"Primary"
"Japan",1930,15,"70--74","2","e2",108.962293474897,"Primary"
"Japan",1930,16,"75--79","2","e2",46.7335327968327,"Primary"
"Japan",1930,17,"80--84","2","e2",14.54549529313,"Primary"
"Japan",1930,18,"85--89","2","e2",2.84317525012004,"Primary"
"Japan",1930,19,"90--94","2","e2",0.304102878250943,"Primary"
"Japan",1930,20,"95--99","2","e2",0.0497401107662565,"Primary"
"Japan",1930,21,"100+","2","e2",0.00104287455906545,"Primary"
"Japan",1930,1,"0--4","2","e4",0,"Secondary"
"Japan",1930,2,"5--9","2","e4",0,"Secondary"
"Japan",1930,3,"10--14","2","e4",0,"Secondary"
"Japan",1930,4,"15--19","2","e4",2066.57043085626,"Secondary"
"Japan",1930,5,"20--24","2","e4",1514.09102995785,"Secondary"
"Japan",1930,6,"25--29","2","e4",1197.21231788071,"Secondary"
"Japan",1930,7,"30--34","2","e4",890.50565577487,"Secondary"
"Japan",1930,8,"35--39","2","e4",637.736209877403,"Secondary"
"Japan",1930,9,"40--44","2","e4",479.439493722611,"Secondary"
"Japan",1930,10,"45--49","2","e4",353.721472868594,"Secondary"
"Japan",1930,11,"50--54","2","e4",241.408205462354,"Secondary"
"Japan",1930,12,"55--59","2","e4",131.002915709897,"Secondary"
"Japan",1930,13,"60--64","2","e4",66.0347482502688,"Secondary"
"Japan",1930,14,"65--69","2","e4",29.1317468166435,"Secondary"
"Japan",1930,15,"70--74","2","e4",12.3085998362361,"Secondary"
"Japan",1930,16,"75--79","2","e4",4.0349929012179,"Secondary"
"Japan",1930,17,"80--84","2","e4",0.961305209246975,"Secondary"
"Japan",1930,18,"85--89","2","e4",0.14369675769357,"Secondary"
"Japan",1930,19,"90--94","2","e4",0.0117516481406023,"Secondary"
"Japan",1930,20,"95--99","2","e4",0.00146944052146973,"Secondary"
"Japan",1930,21,"100+","2","e4",2.3549616959878e-05,"Secondary"
"Japan",1930,1,"0--4","2","e6",0,"Post Secondary"
"Japan",1930,2,"5--9","2","e6",0,"Post Secondary"
"Japan",1930,3,"10--14","2","e6",0,"Post Secondary"
"Japan",1930,4,"15--19","2","e6",0,"Post Secondary"
"Japan",1930,5,"20--24","2","e6",46.4194751880774,"Post Secondary"
"Japan",1930,6,"25--29","2","e6",28.3408046906315,"Post Secondary"
"Japan",1930,7,"30--34","2","e6",31.9211690675986,"Post Secondary"
"Japan",1930,8,"35--39","2","e6",20.9439388412148,"Post Secondary"
"Japan",1930,9,"40--44","2","e6",14.2715082315417,"Post Secondary"
"Japan",1930,10,"45--49","2","e6",9.46646830667282,"Post Secondary"
"Japan",1930,11,"50--54","2","e6",5.76000635271004,"Post Secondary"
"Japan",1930,12,"55--59","2","e6",2.76560338024723,"Post Secondary"
"Japan",1930,13,"60--64","2","e6",1.22541439347271,"Post Secondary"
"Japan",1930,14,"65--69","2","e6",0.472877966637743,"Post Secondary"
"Japan",1930,15,"70--74","2","e6",0.174120569129782,"Post Secondary"
"Japan",1930,16,"75--79","2","e6",0.0496034695688964,"Post Secondary"
"Japan",1930,17,"80--84","2","e6",0.0102624639936559,"Post Secondary"
"Japan",1930,18,"85--89","2","e6",0.00132863240721916,"Post Secondary"
"Japan",1930,19,"90--94","2","e6",9.39450408522798e-05,"Post Secondary"
"Japan",1930,20,"95--99","2","e6",1.0141008158084e-05,"Post Secondary"
"Japan",1930,21,"100+","2","e6",1.40112246905251e-07,"Post Secondary"
"Japan",1935,1,"0--4","1","e1",4714.001,"No Education"
"Japan",1935,2,"5--9","1","e1",4303.263,"No Education"
"Japan",1935,3,"10--14","1","e1",3876.774,"No Education"
"Japan",1935,4,"15--19","1","e1",13.9664312436338,"No Education"
"Japan",1935,5,"20--24","1","e1",18.2428055546436,"No Education"
"Japan",1935,6,"25--29","1","e1",19.0337505539173,"No Education"
"Japan",1935,7,"30--34","1","e1",22.1955119331463,"No Education"
"Japan",1935,8,"35--39","1","e1",25.275663180491,"No Education"
"Japan",1935,9,"40--44","1","e1",27.9407472811233,"No Education"
"Japan",1935,10,"45--49","1","e1",33.1855050841366,"No Education"
"Japan",1935,11,"50--54","1","e1",38.8248862485632,"No Education"
"Japan",1935,12,"55--59","1","e1",46.1412709796062,"No Education"
"Japan",1935,13,"60--64","1","e1",44.8744835311869,"No Education"
"Japan",1935,14,"65--69","1","e1",40.9989138910869,"No Education"
"Japan",1935,15,"70--74","1","e1",33.9664683141688,"No Education"
"Japan",1935,16,"75--79","1","e1",25.4741023406724,"No Education"
"Japan",1935,17,"80--84","1","e1",14.0320667241734,"No Education"
"Japan",1935,18,"85--89","1","e1",4.92530747201063,"No Education"
"Japan",1935,19,"90--94","1","e1",0.936268940934604,"No Education"
"Japan",1935,20,"95--99","1","e1",0.108895225283826,"No Education"
"Japan",1935,21,"100+","1","e1",0.0147280016618405,"No Education"
"Japan",1935,1,"0--4","1","e2",0,"Primary"
"Japan",1935,2,"5--9","1","e2",0,"Primary"
"Japan",1935,3,"10--14","1","e2",0,"Primary"
"Japan",1935,4,"15--19","1","e2",1135.12816038926,"Primary"
"Japan",1935,5,"20--24","1","e2",1218.17086042066,"Primary"
"Japan",1935,6,"25--29","1","e2",1244.98483579418,"Primary"
"Japan",1935,7,"30--34","1","e2",1265.5781717197,"Primary"
"Japan",1935,8,"35--39","1","e2",1248.34200916466,"Primary"
"Japan",1935,9,"40--44","1","e2",1163.10493101554,"Primary"
"Japan",1935,10,"45--49","1","e2",1135.7304254374,"Primary"
"Japan",1935,11,"50--54","1","e2",1068.88556287306,"Primary"
"Japan",1935,12,"55--59","1","e2",1002.24835445456,"Primary"
"Japan",1935,13,"60--64","1","e2",756.473584076879,"Primary"
"Japan",1935,14,"65--69","1","e2",529.370355419368,"Primary"
"Japan",1935,15,"70--74","1","e2",332.638017517986,"Primary"
"Japan",1935,16,"75--79","1","e2",187.865598802804,"Primary"
"Japan",1935,17,"80--84","1","e2",77.5195096427177,"Primary"
"Japan",1935,18,"85--89","1","e2",20.3295132893319,"Primary"
"Japan",1935,19,"90--94","1","e2",2.87730592852528,"Primary"
"Japan",1935,20,"95--99","1","e2",0.248620136205254,"Primary"
"Japan",1935,21,"100+","1","e2",0.0249404514362826,"Primary"
"Japan",1935,1,"0--4","1","e4",0,"Secondary"
"Japan",1935,2,"5--9","1","e4",0,"Secondary"
"Japan",1935,3,"10--14","1","e4",0,"Secondary"
"Japan",1935,4,"15--19","1","e4",2201.61840836711,"Secondary"
"Japan",1935,5,"20--24","1","e4",1674.13143506877,"Secondary"
"Japan",1935,6,"25--29","1","e4",1328.08287233056,"Secondary"
"Japan",1935,7,"30--34","1","e4",966.065214705655,"Secondary"
"Japan",1935,8,"35--39","1","e4",734.854264189475,"Secondary"
"Japan",1935,9,"40--44","1","e4",523.441525283674,"Secondary"
"Japan",1935,10,"45--49","1","e4",388.039707957733,"Secondary"
"Japan",1935,11,"50--54","1","e4",275.72377578637,"Secondary"
"Japan",1935,12,"55--59","1","e4",194.111017109999,"Secondary"
"Japan",1935,13,"60--64","1","e4",109.4531433641,"Secondary"
"Japan",1935,14,"65--69","1","e4",56.9977277502989,"Secondary"
"Japan",1935,15,"70--74","1","e4",26.5851071108098,"Secondary"
"Japan",1935,16,"75--79","1","e4",11.1275691221413,"Secondary"
"Japan",1935,17,"80--84","1","e4",3.39923498298295,"Secondary"
"Japan",1935,18,"85--89","1","e4",0.660251055640353,"Secondary"
"Japan",1935,19,"90--94","1","e4",0.069124878038708,"Secondary"
"Japan",1935,20,"95--99","1","e4",0.00441562798619823,"Secondary"
"Japan",1935,21,"100+","1","e4",0.000327301393260525,"Secondary"
"Japan",1935,1,"0--4","1","e6",0,"Post Secondary"
"Japan",1935,2,"5--9","1","e6",0,"Post Secondary"
"Japan",1935,3,"10--14","1","e6",0,"Post Secondary"
"Japan",1935,4,"15--19","1","e6",0,"Post Secondary"
"Japan",1935,5,"20--24","1","e6",126.237898955921,"Post Secondary"
"Japan",1935,6,"25--29","1","e6",78.1465413213467,"Post Secondary"
"Japan",1935,7,"30--34","1","e6",125.653101641501,"Post Secondary"
"Japan",1935,8,"35--39","1","e6",84.9740634653732,"Post Secondary"
"Japan",1935,9,"40--44","1","e6",53.1397964196584,"Post Secondary"
"Japan",1935,10,"45--49","1","e6",34.2233615207325,"Post Secondary"
"Japan",1935,11,"50--54","1","e6",20.9417750920083,"Post Secondary"
"Japan",1935,12,"55--59","1","e6",12.5913574558316,"Post Secondary"
"Japan",1935,13,"60--64","1","e6",6.01878902783458,"Post Secondary"
"Japan",1935,14,"65--69","1","e6",2.64100293924658,"Post Secondary"
"Japan",1935,15,"70--74","1","e6",1.03340705703535,"Post Secondary"
"Japan",1935,16,"75--79","1","e6",0.361729734382727,"Post Secondary"
"Japan",1935,17,"80--84","1","e6",0.0921886501259736,"Post Secondary"
"Japan",1935,18,"85--89","1","e6",0.0149281830171216,"Post Secondary"
"Japan",1935,19,"90--94","1","e6",0.00130025250140488,"Post Secondary"
"Japan",1935,20,"95--99","1","e6",6.90105247220458e-05,"Post Secondary"
"Japan",1935,21,"100+","1","e6",4.24550861638315e-06,"Post Secondary"
"Japan",1935,1,"0--4","2","e1",4614.5,"No Education"
"Japan",1935,2,"5--9","2","e1",4228.156,"No Education"
"Japan",1935,3,"10--14","2","e1",3808.473,"No Education"
"Japan",1935,4,"15--19","2","e1",25.0608967587703,"No Education"
"Japan",1935,5,"20--24","2","e1",45.0214205985045,"No Education"
"Japan",1935,6,"25--29","2","e1",74.190286339809,"No Education"
"Japan",1935,7,"30--34","2","e1",86.635058057404,"No Education"
"Japan",1935,8,"35--39","2","e1",116.561794681277,"No Education"
"Japan",1935,9,"40--44","2","e1",151.542276387999,"No Education"
"Japan",1935,10,"45--49","2","e1",215.686367544937,"No Education"
"Japan",1935,11,"50--54","2","e1",302.949280624387,"No Education"
"Japan",1935,12,"55--59","2","e1",402.951186007955,"No Education"
"Japan",1935,13,"60--64","2","e1",426.804775723056,"No Education"
"Japan",1935,14,"65--69","2","e1",413.323551340035,"No Education"
"Japan",1935,15,"70--74","2","e1",345.673040173019,"No Education"
"Japan",1935,16,"75--79","2","e1",258.669216697311,"No Education"
"Japan",1935,17,"80--84","2","e1",142.862899844014,"No Education"
"Japan",1935,18,"85--89","2","e1",50.7324113337717,"No Education"
"Japan",1935,19,"90--94","2","e1",10.0672373439786,"No Education"
"Japan",1935,20,"95--99","2","e1",1.14887190918,"No Education"
"Japan",1935,21,"100+","2","e1",0.183552285380311,"No Education"
"Japan",1935,1,"0--4","2","e2",0,"Primary"
"Japan",1935,2,"5--9","2","e2",0,"Primary"
"Japan",1935,3,"10--14","2","e2",0,"Primary"
"Japan",1935,4,"15--19","2","e2",944.183117738556,"Primary"
"Japan",1935,5,"20--24","2","e2",1042.45356435342,"Primary"
"Japan",1935,6,"25--29","2","e2",970.684091405391,"Primary"
"Japan",1935,7,"30--34","2","e2",993.901397905682,"Primary"
"Japan",1935,8,"35--39","2","e2",952.426036419374,"Primary"
"Japan",1935,9,"40--44","2","e2",862.2954365108,"Primary"
"Japan",1935,10,"45--49","2","e2",836.004831221849,"Primary"
"Japan",1935,11,"50--54","2","e2",784.473153520947,"Primary"
"Japan",1935,12,"55--59","2","e2",684.039264075661,"Primary"
"Japan",1935,13,"60--64","2","e2",466.999601350146,"Primary"
"Japan",1935,14,"65--69","2","e2",287.291955612986,"Primary"
"Japan",1935,15,"70--74","2","e2",150.87755935592,"Primary"
"Japan",1935,16,"75--79","2","e2",70.2571268131413,"Primary"
"Japan",1935,17,"80--84","2","e2",23.9774289454021,"Primary"
"Japan",1935,18,"85--89","2","e2",5.24242070147781,"Primary"
"Japan",1935,19,"90--94","2","e2",0.637257278317863,"Primary"
"Japan",1935,20,"95--99","2","e2",0.0443986486878285,"Primary"
"Japan",1935,21,"100+","2","e2",0.00431923363697747,"Primary"
"Japan",1935,1,"0--4","2","e4",0,"Secondary"
"Japan",1935,2,"5--9","2","e4",0,"Secondary"
"Japan",1935,3,"10--14","2","e4",0,"Secondary"
"Japan",1935,4,"15--19","2","e4",2320.95998550267,"Secondary"
"Japan",1935,5,"20--24","2","e4",1879.91856486055,"Secondary"
"Japan",1935,6,"25--29","2","e4",1481.04088733342,"Secondary"
"Japan",1935,7,"30--34","2","e4",1128.94234749946,"Secondary"
"Japan",1935,8,"35--39","2","e4",852.841126904093,"Secondary"
"Japan",1935,9,"40--44","2","e4",604.68769675807,"Secondary"
"Japan",1935,10,"45--49","2","e4",456.378743919767,"Secondary"
"Japan",1935,11,"50--54","2","e4",332.186429000552,"Secondary"
"Japan",1935,12,"55--59","2","e4",223.716664219243,"Secondary"
"Japan",1935,13,"60--64","2","e4",117.50595399058,"Secondary"
"Japan",1935,14,"65--69","2","e4",55.4396923209982,"Secondary"
"Japan",1935,15,"70--74","2","e4",22.2876190764743,"Secondary"
"Japan",1935,16,"75--79","2","e4",7.93638635906534,"Secondary"
"Japan",1935,17,"80--84","2","e4",2.07022131206634,"Secondary"
"Japan",1935,18,"85--89","2","e4",0.346469214546103,"Secondary"
"Japan",1935,19,"90--94","2","e4",0.0322075836538881,"Secondary"
"Japan",1935,20,"95--99","2","e4",0.00171572627098592,"Secondary"
"Japan",1935,21,"100+","2","e4",0.000127600377845871,"Secondary"
"Japan",1935,1,"0--4","2","e6",0,"Post Secondary"
"Japan",1935,2,"5--9","2","e6",0,"Post Secondary"
"Japan",1935,3,"10--14","2","e6",0,"Post Secondary"
"Japan",1935,4,"15--19","2","e6",0,"Post Secondary"
"Japan",1935,5,"20--24","2","e6",66.8944501875308,"Post Secondary"
"Japan",1935,6,"25--29","2","e6",43.9197349213773,"Post Secondary"
"Japan",1935,7,"30--34","2","e6",43.6661965374546,"Post Secondary"
"Japan",1935,8,"35--39","2","e6",30.5710419952564,"Post Secondary"
"Japan",1935,9,"40--44","2","e6",19.8585903431306,"Post Secondary"
"Japan",1935,10,"45--49","2","e6",13.5850573134469,"Post Secondary"
"Japan",1935,11,"50--54","2","e6",8.89013685411392,"Post Secondary"
"Japan",1935,12,"55--59","2","e6",5.33788569714086,"Post Secondary"
"Japan",1935,13,"60--64","2","e6",2.48066893621799,"Post Secondary"
"Japan",1935,14,"65--69","2","e6",1.02880072598101,"Post Secondary"
"Japan",1935,15,"70--74","2","e6",0.361781394586968,"Post Secondary"
"Japan",1935,16,"75--79","2","e6",0.11227013048276,"Post Secondary"
"Japan",1935,17,"80--84","2","e6",0.0254498985172856,"Post Secondary"
"Japan",1935,18,"85--89","2","e6",0.00369875020439647,"Post Secondary"
"Japan",1935,19,"90--94","2","e6",0.000297794049689215,"Post Secondary"
"Japan",1935,20,"95--99","2","e6",1.37158611873518e-05,"Post Secondary"
"Japan",1935,21,"100+","2","e6",8.8060486545949e-07,"Post Secondary"
"Japan",1940,1,"0--4","1","e1",4578.038,"No Education"
"Japan",1940,2,"5--9","1","e1",4423.972,"No Education"
"Japan",1940,3,"10--14","1","e1",4204.431,"No Education"
"Japan",1940,4,"15--19","1","e1",11.00382673251,"No Education"
"Japan",1940,5,"20--24","1","e1",12.6711474116002,"No Education"
"Japan",1940,6,"25--29","1","e1",16.9589296889203,"No Education"
"Japan",1940,7,"30--34","1","e1",17.7783168577555,"No Education"
"Japan",1940,8,"35--39","1","e1",20.9639950133644,"No Education"
"Japan",1940,9,"40--44","1","e1",23.7172367865525,"No Education"
"Japan",1940,10,"45--49","1","e1",25.8726482588037,"No Education"
"Japan",1940,11,"50--54","1","e1",30.1526786212905,"No Education"
"Japan",1940,12,"55--59","1","e1",34.0078253940567,"No Education"
"Japan",1940,13,"60--64","1","e1",38.2330530298742,"No Education"
"Japan",1940,14,"65--69","1","e1",34.037688793137,"No Education"
"Japan",1940,15,"70--74","1","e1",27.108267788097,"No Education"
"Japan",1940,16,"75--79","1","e1",18.4342208058714,"No Education"
"Japan",1940,17,"80--84","1","e1",10.1810751278681,"No Education"
"Japan",1940,18,"85--89","1","e1",3.83123566693286,"No Education"
"Japan",1940,19,"90--94","1","e1",0.828165853373171,"No Education"
"Japan",1940,20,"95--99","1","e1",0.118359436148015,"No Education"
"Japan",1940,21,"100+","1","e1",0.00782120402591015,"No Education"
"Japan",1940,1,"0--4","1","e2",0,"Primary"
"Japan",1940,2,"5--9","1","e2",0,"Primary"
"Japan",1940,3,"10--14","1","e2",0,"Primary"
"Japan",1940,4,"15--19","1","e2",1006.55483182063,"Primary"
"Japan",1940,5,"20--24","1","e2",1029.85336772465,"Primary"
"Japan",1940,6,"25--29","1","e2",1111.7222531356,"Primary"
"Japan",1940,7,"30--34","1","e2",1162.86776119877,"Primary"
"Japan",1940,8,"35--39","1","e2",1195.35762729279,"Primary"
"Japan",1940,9,"40--44","1","e2",1171.37274739486,"Primary"
"Japan",1940,10,"45--49","1","e2",1077.0150298942,"Primary"
"Japan",1940,11,"50--54","1","e2",1031.9359139423,"Primary"
"Japan",1940,12,"55--59","1","e2",936.26735583186,"Primary"
"Japan",1940,13,"60--64","1","e2",830.471585880283,"Primary"
"Japan",1940,14,"65--69","1","e2",573.791839122627,"Primary"
"Japan",1940,15,"70--74","1","e2",350.01691488486,"Primary"
"Japan",1940,16,"75--79","1","e2",180.528708685207,"Primary"
"Japan",1940,17,"80--84","1","e2",75.0830686700769,"Primary"
"Japan",1940,18,"85--89","1","e2",21.1654858877405,"Primary"
"Japan",1940,19,"90--94","1","e2",3.41830612963699,"Primary"
"Japan",1940,20,"95--99","1","e2",0.363737695907805,"Primary"
"Japan",1940,21,"100+","1","e2",0.0178566948655707,"Primary"
"Japan",1940,1,"0--4","1","e4",0,"Secondary"
"Japan",1940,2,"5--9","1","e4",0,"Secondary"
"Japan",1940,3,"10--14","1","e4",0,"Secondary"
"Japan",1940,4,"15--19","1","e4",2677.23334144686,"Secondary"
"Japan",1940,5,"20--24","1","e4",1823.86413797752,"Secondary"
"Japan",1940,6,"25--29","1","e4",1577.02817625343,"Secondary"
"Japan",1940,7,"30--34","1","e4",1142.37784917651,"Secondary"
"Japan",1940,8,"35--39","1","e4",912.463132397024,"Secondary"
"Japan",1940,9,"40--44","1","e4",689.545214419612,"Secondary"
"Japan",1940,10,"45--49","1","e4",484.697790343842,"Secondary"
"Japan",1940,11,"50--54","1","e4",352.576722176877,"Secondary"
"Japan",1940,12,"55--59","1","e4",241.514320580396,"Secondary"
"Japan",1940,13,"60--64","1","e4",160.842054266983,"Secondary"
"Japan",1940,14,"65--69","1","e4",83.0211678908497,"Secondary"
"Japan",1940,15,"70--74","1","e4",37.6865999736654,"Secondary"
"Japan",1940,16,"75--79","1","e4",14.4282216830879,"Secondary"
"Japan",1940,17,"80--84","1","e4",4.44728594193423,"Secondary"
"Japan",1940,18,"85--89","1","e4",0.928107780777201,"Secondary"
"Japan",1940,19,"90--94","1","e4",0.111017917570071,"Secondary"
"Japan",1940,20,"95--99","1","e4",0.00873849513826097,"Secondary"
"Japan",1940,21,"100+","1","e4",0.000317144551494901,"Secondary"
"Japan",1940,1,"0--4","1","e6",0,"Post Secondary"
"Japan",1940,2,"5--9","1","e6",0,"Post Secondary"
"Japan",1940,3,"10--14","1","e6",0,"Post Secondary"
"Japan",1940,4,"15--19","1","e6",0,"Post Secondary"
"Japan",1940,5,"20--24","1","e6",173.570346886229,"Post Secondary"
"Japan",1940,6,"25--29","1","e6",117.353640922054,"Post Secondary"
"Japan",1940,7,"30--34","1","e6",171.099072766963,"Post Secondary"
"Japan",1940,8,"35--39","1","e6",118.681245296818,"Post Secondary"
"Japan",1940,9,"40--44","1","e6",79.7348013989733,"Post Secondary"
"Japan",1940,10,"45--49","1","e6",49.2065315031539,"Post Secondary"
"Japan",1940,11,"50--54","1","e6",31.0956852595313,"Post Secondary"
"Japan",1940,12,"55--59","1","e6",18.343498193687,"Post Secondary"
"Japan",1940,13,"60--64","1","e6",10.433306822859,"Post Secondary"
"Japan",1940,14,"65--69","1","e6",4.5653041933865,"Post Secondary"
"Japan",1940,15,"70--74","1","e6",1.74621735337754,"Post Secondary"
"Japan",1940,16,"75--79","1","e6",0.560848825834181,"Post Secondary"
"Japan",1940,17,"80--84","1","e6",0.144570260120778,"Post Secondary"
"Japan",1940,18,"85--89","1","e6",0.0251706645494041,"Post Secondary"
"Japan",1940,19,"90--94","1","e6",0.00251009941977053,"Post Secondary"
"Japan",1940,20,"95--99","1","e6",0.000164372805919103,"Post Secondary"
"Japan",1940,21,"100+","1","e6",4.95655702423533e-06,"Post Secondary"
"Japan",1940,1,"0--4","2","e1",4468.263,"No Education"
"Japan",1940,2,"5--9","2","e1",4331.368,"No Education"
"Japan",1940,3,"10--14","2","e1",4128.793,"No Education"
"Japan",1940,4,"15--19","2","e1",20.5407978226186,"No Education"
"Japan",1940,5,"20--24","2","e1",22.0650203726089,"No Education"
