,book_id,title,category,char_type,aozora_url,author_id,author_role,publisher,date_published,book_url,char_count,book_type,year_pub
0,773,こころ,NDC 913,新字新仮名,https://www.aozora.gr.jp/cards/000148/card773.html,148,著者,集英社文庫、集英社,1991（平成3）年2月25日,https://www.aozora.gr.jp/cards/000148/files/773_14560.html,184158.0,novel,1991.0
1,45630,〔雨ニモマケズ〕,NDC 911 916,新字旧仮名,https://www.aozora.gr.jp/cards/000081/card45630.html,81,著者,筑摩書房,1997（平成9）年7月30日,https://www.aozora.gr.jp/cards/000081/files/45630_23908.html,395.0,flash,1997.0
2,1567,走れメロス,NDC 913,新字新仮名,https://www.aozora.gr.jp/cards/000035/card1567.html,35,著者,ちくま文庫、筑摩書房,1988（昭和63）年10月25日,https://www.aozora.gr.jp/cards/000035/files/1567_14913.html,10344.0,short,1988.0
3,789,吾輩は猫である,NDC 913,新字新仮名,https://www.aozora.gr.jp/cards/000148/card789.html,148,著者,ちくま文庫、筑摩書房,1987（昭和62）年9月29日,https://www.aozora.gr.jp/cards/000148/files/789_14547.html,368124.0,novel,1987.0
4,624,山月記,NDC 913,新字新仮名,https://www.aozora.gr.jp/cards/000119/card624.html,119,著者,新潮文庫、新潮社,1969（昭和44）年9月20日、1989（平成元）年6月10日第43刷改版,https://www.aozora.gr.jp/cards/000119/files/624_14544.html,6986.0,short,1969.0
5,301,人間失格,NDC 913,新字新仮名,https://www.aozora.gr.jp/cards/000035/card301.html,35,著者,新潮文庫、新潮社,1952（昭和27）年10月30日、1985（昭和60）年１月30日100刷改版,https://www.aozora.gr.jp/cards/000035/files/301_14912.html,75901.0,novel,1952.0
6,2093,ドグラ・マグラ,NDC 913,新字新仮名,https://www.aozora.gr.jp/cards/000096/card2093.html,96,著者,ちくま文庫、筑摩書房,1992（平成4）年4月22日,https://www.aozora.gr.jp/cards/000096/files/2093_28841.html,462449.0,novel,1992.0
7,127,羅生門,NDC 913,新字新仮名,https://www.aozora.gr.jp/cards/000879/card127.html,879,著者,ちくま文庫、筑摩書房,1986（昭和61）年9月24日,https://www.aozora.gr.jp/cards/000879/files/127_15260.html,6408.0,short,1986.0
8,752,坊っちゃん,NDC 913,新字新仮名,https://www.aozora.gr.jp/cards/000148/card752.html,148,著者,筑摩書房,1992（平成4）年1月20日,https://www.aozora.gr.jp/cards/000148/files/752_14964.html,103945.0,novel,1992.0
9,456,銀河鉄道の夜,NDC K913,新字新仮名,https://www.aozora.gr.jp/cards/000081/card456.html,81,著者,新潮文庫、新潮社,1989（平成元）年6月15日,https://www.aozora.gr.jp/cards/000081/files/456_15050.html,42084.0,novel,1989.0
10,92,蜘蛛の糸,NDC K913,新字新仮名,https://www.aozora.gr.jp/cards/000879/card92.html,879,著者,ちくま文庫、筑摩書房,1986（昭和61）年10月28日,https://www.aozora.gr.jp/cards/000879/files/92_14545.html,3216.0,shortshort,1986.0
11,799,夢十夜,NDC 913,新字新仮名,https://www.aozora.gr.jp/cards/000148/card799.html,148,著者,ちくま文庫、筑摩書房,1988（昭和63）年7月26日,https://www.aozora.gr.jp/cards/000148/files/799_14972.html,19596.0,novelette,1988.0
12,776,草枕,NDC 913,新字新仮名,https://www.aozora.gr.jp/cards/000148/card776.html,148,著者,ちくま文庫、筑摩書房,1987（昭和62）年12月1日,https://www.aozora.gr.jp/cards/000148/files/776_14941.html,106122.0,novel,1987.0
13,43754,注文の多い料理店,NDC K913,新字新仮名,https://www.aozora.gr.jp/cards/000081/card43754.html,81,著者,新潮文庫、新潮社,1990（平成2）年5月25日,https://www.aozora.gr.jp/cards/000081/files/43754_17659.html,6125.0,short,1990.0
14,46605,やまなし,NDC K913,新字新仮名,https://www.aozora.gr.jp/cards/000081/card46605.html,81,著者,新潮文庫、新潮社,1989（平成元）年2月25日,https://www.aozora.gr.jp/cards/000081/files/46605_31178.html,2979.0,shortshort,1989.0
15,975,方丈記,NDC 914,旧字旧仮名,https://www.aozora.gr.jp/cards/000196/card975.html,196,著者,明文社,1906（明治39）年1月30日,https://www.aozora.gr.jp/cards/000196/files/975_15935.html,9405.0,short,1906.0
16,424,檸檬,NDC 913,新字新仮名,https://www.aozora.gr.jp/cards/000074/card424.html,74,著者,旺文社文庫、旺文社,1972（昭和47）年12月10日,https://www.aozora.gr.jp/cards/000074/files/424_19826.html,5459.0,short,1972.0
17,47061,学問のすすめ,NDC 370,新字新仮名,https://www.aozora.gr.jp/cards/000296/card47061.html,296,著者,中公バックス、中央公論社,1984（昭和59）年7月20日,https://www.aozora.gr.jp/cards/000296/files/47061_29420.html,92633.0,novel,1984.0
18,1465,蟹工船,NDC 913,新字新仮名,https://www.aozora.gr.jp/cards/000156/card1465.html,156,著者,新潮文庫、新潮社,1953（昭和28）年6月28日、1968（昭和43）年5月30日32刷改版,https://www.aozora.gr.jp/cards/000156/files/1465_16805.html,66408.0,novel,1953.0
19,228,セメント樽の中の手紙,NDC 913,新字新仮名,https://www.aozora.gr.jp/cards/000031/card228.html,31,著者,学芸書林,1968（昭和43）年9月10日,https://www.aozora.gr.jp/cards/000031/files/228_21664.html,2851.0,shortshort,1968.0
20,1058,『春と修羅』,NDC 911,新字旧仮名,https://www.aozora.gr.jp/cards/000081/card1058.html,81,著者,ちくま文庫、筑摩書房,1986（昭和61）年2月26日,https://www.aozora.gr.jp/cards/000081/files/1058_15403.html,51693.0,novel,1986.0
21,42,鼻,NDC 913,新字新仮名,https://www.aozora.gr.jp/cards/000879/card42.html,879,著者,ちくま文庫、筑摩書房,1986（昭和61）年9月24日,https://www.aozora.gr.jp/cards/000879/files/42_15228.html,6595.0,short,1986.0
22,2078,舞姫,NDC 913,新字旧仮名,https://www.aozora.gr.jp/cards/000129/card2078.html,129,著者,筑摩書房,1969（昭和44）年8月25日,https://www.aozora.gr.jp/cards/000129/files/2078_15963.html,18342.0,novelette,1969.0
23,637,手袋を買いに,NDC K913,新字新仮名,https://www.aozora.gr.jp/cards/000121/card637.html,121,著者,岩波文庫、岩波書店,1996（平成8）年7月16日,https://www.aozora.gr.jp/cards/000121/files/637_13341.html,3869.0,shortshort,1996.0
24,43837,ある自殺者の手記,NDC 953,新字新仮名,https://www.aozora.gr.jp/cards/000903/card43837.html,1162,翻訳者,改造文庫、改造社出版,1937（昭和12）年5月20日,https://www.aozora.gr.jp/cards/000903/files/43837_23037.html,6105.0,short,1937.0
25,47074,親ごころ,NDC 953,新字新仮名,https://www.aozora.gr.jp/cards/000903/card47074.html,1162,翻訳者,改造文庫、改造社出版,1937（昭和12）年10月15日,https://www.aozora.gr.jp/cards/000903/files/47074_40109.html,5660.0,short,1937.0
26,46405,寡婦,NDC 953,新字新仮名,https://www.aozora.gr.jp/cards/000903/card46405.html,1162,翻訳者,改造文庫、改造社出版,1937（昭和12）年5月20日,https://www.aozora.gr.jp/cards/000903/files/46405_26862.html,6516.0,short,1937.0
27,43651,狂女,NDC 953,新字新仮名,https://www.aozora.gr.jp/cards/000903/card43651.html,1162,翻訳者,改造文庫、改造社出版,1937（昭和12）年10月15日,https://www.aozora.gr.jp/cards/000903/files/43651_17887.html,4306.0,short,1937.0
28,47076,狂人日記,NDC 953,新字新仮名,https://www.aozora.gr.jp/cards/000903/card47076.html,1162,翻訳者,暁書房,1949（昭和24）年6月1日,https://www.aozora.gr.jp/cards/000903/files/47076_40110.html,6782.0,short,1949.0
29,43652,墓,NDC 953,新字新仮名,https://www.aozora.gr.jp/cards/000903/card43652.html,1162,翻訳者,改造文庫、改造社出版,1937（昭和12）年10月15日,https://www.aozora.gr.jp/cards/000903/files/43652_17886.html,5614.0,short,1937.0
30,43866,初雪,NDC 953,新字新仮名,https://www.aozora.gr.jp/cards/000903/card43866.html,1162,翻訳者,改造文庫、改造社出版,1937（昭和12）年10月15日,https://www.aozora.gr.jp/cards/000903/files/43866_18752.html,10850.0,short,1937.0
31,46669,智恵子抄,NDC 911,新字旧仮名,https://www.aozora.gr.jp/cards/001168/card46669.html,1168,著者,新潮文庫、新潮社,1956（昭和31）年7月15日、1967（昭和42）年12月15日43刷改版,https://www.aozora.gr.jp/cards/001168/files/46669_25695.html,34853.0,novel,1956.0
32,691,高瀬舟,NDC 913,旧字旧仮名,https://www.aozora.gr.jp/cards/000129/card691.html,129,著者,講談社,1962（昭和37）年1月19日,https://www.aozora.gr.jp/cards/000129/files/691_15352.html,8644.0,short,1962.0
33,427,桜の樹の下には,NDC 913,新字新仮名,https://www.aozora.gr.jp/cards/000074/card427.html,74,著者,旺文社文庫、旺文社,1972（昭和47）年12月10日,https://www.aozora.gr.jp/cards/000074/files/427_19793.html,1898.0,flash,1972.0
34,628,ごん狐,NDC K913,新字新仮名,https://www.aozora.gr.jp/cards/000121/card628.html,121,著者,岩波文庫、岩波書店,1996（平成8）年7月16日,https://www.aozora.gr.jp/cards/000121/files/628_14895.html,5292.0,short,1996.0
35,1565,斜陽,NDC 913,新字新仮名,https://www.aozora.gr.jp/cards/000035/card1565.html,35,著者,新潮文庫、新潮社,1950（昭和25）年11月20日,https://www.aozora.gr.jp/cards/000035/files/1565_8559.html,95398.0,novel,1950.0
36,816,一握の砂,NDC 911,新字旧仮名,https://www.aozora.gr.jp/cards/000153/card816.html,153,著者,集英社,1967（昭和42）年9月7日,https://www.aozora.gr.jp/cards/000153/files/816_15786.html,22854.0,novelette,1967.0
37,794,三四郎,NDC 913,新字新仮名,https://www.aozora.gr.jp/cards/000148/card794.html,148,著者,角川文庫クラシックス、角川書店,1951（昭和26）年10月20日,https://www.aozora.gr.jp/cards/000148/files/794_14946.html,180910.0,novel,1951.0
38,4276,谷崎潤一郎氏,NDC 914,新字旧仮名,https://www.aozora.gr.jp/cards/000879/card4276.html,879,著者,岩波書店,1996（平成8）年8月8日発行,https://www.aozora.gr.jp/cards/000879/files/4276_6757.html,911.0,flash,1996.0
39,832,土佐日記,NDC 915,旧字旧仮名,https://www.aozora.gr.jp/cards/000155/card832.html,155,著者,明文社,1906（明治39）年1月30日,https://www.aozora.gr.jp/cards/000155/files/832_16016.html,12116.0,novelette,1906.0
40,100,桃太郎,NDC 913,新字新仮名,https://www.aozora.gr.jp/cards/000879/card100.html,879,著者,ちくま文庫、筑摩書房,1987（昭和62）年2月24日,https://www.aozora.gr.jp/cards/000879/files/100_15253.html,5734.0,short,1987.0
41,179,藪の中,NDC 913,新字新仮名,https://www.aozora.gr.jp/cards/000879/card179.html,879,著者,ちくま文庫、筑摩書房,1987（昭和62）年1月27日,https://www.aozora.gr.jp/cards/000879/files/179_15255.html,9914.0,short,1987.0
42,42618,桜の森の満開の下,NDC 913,新字新仮名,https://www.aozora.gr.jp/cards/001095/card42618.html,1095,著者,ちくま文庫、筑摩書房,1990（平成2）年4月24日,https://www.aozora.gr.jp/cards/001095/files/42618_21410.html,17320.0,novelette,1990.0
43,275,女生徒,NDC 913,新字新仮名,https://www.aozora.gr.jp/cards/000035/card275.html,35,著者,角川文庫、角川書店,1954（昭和29）年10月20日、1968（昭和43）年2月5日改版44版,https://www.aozora.gr.jp/cards/000035/files/275_13903.html,31997.0,novel,1954.0
44,466,オツベルと象,NDC K913,新字新仮名,https://www.aozora.gr.jp/cards/000081/card466.html,81,著者,新潮文庫、新潮社,1989（平成元）年6月15日,https://www.aozora.gr.jp/cards/000081/files/466_42316.html,6283.0,short,1989.0
45,470,セロ弾きのゴーシュ,NDC K913,新字新仮名,https://www.aozora.gr.jp/cards/000081/card470.html,81,著者,新潮文庫、新潮社,1989（平成元）年6月15日,https://www.aozora.gr.jp/cards/000081/files/470_15407.html,12549.0,novelette,1989.0
46,462,風の又三郎,NDC K913,新字新仮名,https://www.aozora.gr.jp/cards/000081/card462.html,81,著者,岩波文庫、岩波書店,1951（昭和26）年4月25日、1967（昭和42）年7月16日　第24刷改版,https://www.aozora.gr.jp/cards/000081/files/462_15405.html,31894.0,novel,1951.0
47,42620,堕落論,NDC 914,新字新仮名,https://www.aozora.gr.jp/cards/001095/card42620.html,1095,著者,ちくま文庫、筑摩書房,1990（平成2）年6月26日,https://www.aozora.gr.jp/cards/001095/files/42620_21407.html,7882.0,short,1990.0
48,277,駈込み訴え,NDC 913,新字新仮名,https://www.aozora.gr.jp/cards/000035/card277.html,35,著者,新潮文庫、新潮社,1967（昭和42）年7月10日、1985（昭和60）年9月15日40刷改版,https://www.aozora.gr.jp/cards/000035/files/277_33098.html,14057.0,novelette,1967.0
49,2253,ヴィヨンの妻,NDC 913,新字新仮名,https://www.aozora.gr.jp/cards/000035/card2253.html,35,著者,新潮文庫、新潮社,1950（昭和25）年12月20日、1985（昭和60）年10月30日63刷改版,https://www.aozora.gr.jp/cards/000035/files/2253_14908.html,21076.0,novelette,1950.0
50,43016,トロッコ,NDC K913,新字新仮名,https://www.aozora.gr.jp/cards/000879/card43016.html,879,著者,新潮文庫、新潮社,1968（昭和43）年11月15日、1984（昭和59）年12月25日38刷改版,https://www.aozora.gr.jp/cards/000879/files/43016_16836.html,5046.0,short,1968.0
51,43873,戦争責任者の問題,NDC 914,新字新仮名,https://www.aozora.gr.jp/cards/000231/card43873.html,231,著者,筑摩書房,1961（昭和36）年7月10日,https://www.aozora.gr.jp/cards/000231/files/43873_23111.html,7149.0,short,1961.0
52,859,月に吠える,NDC 911,新字旧仮名,https://www.aozora.gr.jp/cards/000067/card859.html,67,著者,思潮社,1975（昭和50）年10月10日,https://www.aozora.gr.jp/cards/000067/files/859_21656.html,28853.0,novel,1975.0
53,473,よだかの星,NDC K913,新字新仮名,https://www.aozora.gr.jp/cards/000081/card473.html,81,著者,新潮文庫、新潮社,1989（平成元）年6月15日,https://www.aozora.gr.jp/cards/000081/files/473_42318.html,5543.0,short,1989.0
54,4803,風立ちぬ,NDC 913,新字新仮名,https://www.aozora.gr.jp/cards/001030/card4803.html,1030,著者,小学館,1988（昭和63）年6月1日,https://www.aozora.gr.jp/cards/001030/files/4803_14204.html,57466.0,novel,1988.0
55,894,山羊の歌,NDC 911,新字旧仮名,https://www.aozora.gr.jp/cards/000026/card894.html,26,著者,岩波文庫、岩波書店,1981（昭和56）年6月16日,https://www.aozora.gr.jp/cards/000026/files/894_28272.html,18556.0,novelette,1981.0
56,170,杜子春,NDC K913,新字旧仮名,https://www.aozora.gr.jp/cards/000879/card170.html,879,著者,筑摩書房,1968（昭和43）年8月25日,https://www.aozora.gr.jp/cards/000879/files/170_15144.html,10161.0,short,1968.0
57,60,地獄変,NDC 913,新字旧仮名,https://www.aozora.gr.jp/cards/000879/card60.html,879,著者,岩波書店,1995（平成7）年11月8日,https://www.aozora.gr.jp/cards/000879/files/60_15129.html,28916.0,novel,1995.0
58,4328,クリスマス・カロル,NDC 933,新字新仮名,https://www.aozora.gr.jp/cards/000914/card4328.html,914,著者,岩波文庫、岩波書店,1929（昭和4）年4月20日,https://www.aozora.gr.jp/cards/000914/files/4328_8144.html,89483.0,novel,1929.0
59,43037,あたらしい憲法のはなし,NDC 323,旧字新仮名,https://www.aozora.gr.jp/cards/001128/card43037.html,1128,著者,日本平和委員会,1972年11月3日,https://www.aozora.gr.jp/cards/001128/files/43037_15804.html,21061.0,novelette,1972.0
60,52504,遠野物語,NDC 382,新字新仮名,https://www.aozora.gr.jp/cards/001566/card52504.html,1566,著者,岩波文庫、岩波書店,1960（昭和35）年4月16日,https://www.aozora.gr.jp/cards/001566/files/52504_49667.html,46292.0,novel,1960.0
61,49866,変身,NDC 943,新字新仮名,https://www.aozora.gr.jp/cards/001235/card49866.html,1235,著者,筑摩書房,1960（昭和35）年4月10日,https://www.aozora.gr.jp/cards/001235/files/49866_41897.html,56752.0,novel,1960.0
62,695,ヰタ・セクスアリス,NDC 913,新字新仮名,https://www.aozora.gr.jp/cards/000129/card695.html,129,著者,新潮文庫、新潮社,1949（昭和24）年11月30日、1967（昭和42）年11月10日27刷改版,https://www.aozora.gr.jp/cards/000129/files/695_22806.html,63486.0,novel,1949.0
63,46268,星めぐりの歌,NDC 911,新字旧仮名,https://www.aozora.gr.jp/cards/000081/card46268.html,81,著者,筑摩書房,1996（平成8）年5月30日,https://www.aozora.gr.jp/cards/000081/files/46268_23911.html,159.0,flash,1996.0
64,935,少女地獄,NDC 913,新字新仮名,https://www.aozora.gr.jp/cards/000096/card935.html,96,著者,角川文庫、角川書店,1976（昭和51）年11月30日,https://www.aozora.gr.jp/cards/000096/files/935_23282.html,110994.0,novel,1976.0
65,1924,グスコーブドリの伝記,NDC K913,新字新仮名,https://www.aozora.gr.jp/cards/000081/card1924.html,81,著者,岩波文庫、岩波書店,1951（昭和26）年4月25日,https://www.aozora.gr.jp/cards/000081/files/1924_14254.html,26177.0,novel,1951.0
66,49719,地球儀,NDC 913,新字新仮名,https://www.aozora.gr.jp/cards/000183/card49719.html,183,著者,集英社,1968（昭和43）年8月12日,https://www.aozora.gr.jp/cards/000183/files/49719_36753.html,4436.0,short,1968.0
67,2381,瓶詰地獄,NDC 913,新字新仮名,https://www.aozora.gr.jp/cards/000096/card2381.html,96,著者,角川ホラー文庫、角川書店,1998（平成10）年4月10日,https://www.aozora.gr.jp/cards/000096/files/2381_13352.html,7975.0,short,1998.0
68,270,富嶽百景,NDC 913,新字旧仮名,https://www.aozora.gr.jp/cards/000035/card270.html,35,著者,筑摩書房,1975（昭和50）年9月,https://www.aozora.gr.jp/cards/000035/files/270_14914.html,15542.0,novelette,1975.0
69,389,たけくらべ,NDC 913,旧字旧仮名,https://www.aozora.gr.jp/cards/000064/card389.html,64,著者,講談社,1962（昭和37）年11月19日,https://www.aozora.gr.jp/cards/000064/files/389_15297.html,31007.0,novel,1962.0
70,42308,白雪姫,NDC K943,新字新仮名,https://www.aozora.gr.jp/cards/001091/card42308.html,1092,著者,光文社,1949（昭和24）年3月5日,https://www.aozora.gr.jp/cards/001091/files/42308_17916.html,11505.0,short,1949.0
71,42308,白雪姫,NDC K943,新字新仮名,https://www.aozora.gr.jp/cards/001091/card42308.html,1091,著者,光文社,1949（昭和24）年3月5日,https://www.aozora.gr.jp/cards/001091/files/42308_17916.html,11505.0,short,1949.0
72,42309,ラプンツェル,NDC K943,新字新仮名,https://www.aozora.gr.jp/cards/001091/card42309.html,1092,著者,冨山房,1938（昭和13）年12月12日,https://www.aozora.gr.jp/cards/001091/files/42309_18060.html,6630.0,short,1938.0
73,42309,ラプンツェル,NDC K943,新字新仮名,https://www.aozora.gr.jp/cards/001091/card42309.html,1091,著者,冨山房,1938（昭和13）年12月12日,https://www.aozora.gr.jp/cards/001091/files/42309_18060.html,6630.0,short,1938.0
74,42939,故郷,NDC 923,新字新仮名,https://www.aozora.gr.jp/cards/001124/card42939.html,1124,著者,改造社,1932（昭和7）年11月18日,https://www.aozora.gr.jp/cards/001124/files/42939_15330.html,8857.0,short,1932.0
75,621,名人伝,NDC 913,新字新仮名,https://www.aozora.gr.jp/cards/000119/card621.html,119,著者,ちくま文庫、筑摩書房,1992（平成4）年7月20日,https://www.aozora.gr.jp/cards/000119/files/621_14498.html,7430.0,short,1992.0
76,307,お伽草紙,NDC 913,新字旧仮名,https://www.aozora.gr.jp/cards/000035/card307.html,35,著者,筑摩書房,1990（平成2）年6月27日,https://www.aozora.gr.jp/cards/000035/files/307_14909.html,72228.0,novel,1990.0
77,1746,それから,NDC 913,新字旧仮名,https://www.aozora.gr.jp/cards/000148/card1746.html,148,著者,岩波書店,1994（平成6）年5月9日,https://www.aozora.gr.jp/cards/000148/files/1746_18325.html,242243.0,novel,1994.0
78,1317,黒死館殺人事件,NDC 913,新字新仮名,https://www.aozora.gr.jp/cards/000125/card1317.html,125,著者,現代教養文庫、社会思想社,1977（昭和52）年4月25日,https://www.aozora.gr.jp/cards/000125/files/1317_23268.html,336731.0,novel,1977.0
79,69,河童,NDC 913,新字新仮名,https://www.aozora.gr.jp/cards/000879/card69.html,879,著者,旺文社文庫、旺文社,1966（昭和41）年10月20日,https://www.aozora.gr.jp/cards/000879/files/69_14933.html,41752.0,novel,1966.0
80,42387,雪の女王,NDC K949,新字新仮名,https://www.aozora.gr.jp/cards/000019/card42387.html,19,著者,同和春秋社,1955（昭和30）年7月15日,https://www.aozora.gr.jp/cards/000019/files/42387_20568.html,40423.0,novel,1955.0
81,530,黒猫,NDC 933,新字新仮名,https://www.aozora.gr.jp/cards/000094/card530.html,94,著者,新潮文庫、新潮社,1951（昭和26）年8月15日、1995（平成7）年10月15日89刷改版,https://www.aozora.gr.jp/cards/000094/files/530_20932.html,10528.0,short,1951.0
82,772,私の個人主義,NDC 914,新字新仮名,https://www.aozora.gr.jp/cards/000148/card772.html,148,著者,筑摩書房,1992（平成4）年1月20日,https://www.aozora.gr.jp/cards/000148/files/772_33100.html,25964.0,novel,1992.0
83,43737,銀河鉄道の夜,NDC K913,新字新仮名,https://www.aozora.gr.jp/cards/000081/card43737.html,81,著者,角川文庫、角川書店,1969（昭和44）年7月20日改版,https://www.aozora.gr.jp/cards/000081/files/43737_19215.html,54408.0,novel,1969.0
84,4673,ガリバー旅行記,NDC K933,新字新仮名,https://www.aozora.gr.jp/cards/000912/card4673.html,912,著者,講談社文芸文庫、講談社,1995（平成7）年6月10日,https://www.aozora.gr.jp/cards/000912/files/4673_9768.html,122813.0,novel,1995.0
85,1502,破戒,NDC 913,新字旧仮名,https://www.aozora.gr.jp/cards/000158/card1502.html,158,著者,筑摩書房,1968（昭和43）年10月1日,https://www.aozora.gr.jp/cards/000158/files/1502_24633.html,241013.0,novel,1968.0
86,761,虞美人草,NDC 913,新字新仮名,https://www.aozora.gr.jp/cards/000148/card761.html,148,著者,ちくま文庫、筑摩書房,1988（昭和63）年1月26日,https://www.aozora.gr.jp/cards/000148/files/761_14485.html,240866.0,novel,1988.0
87,1669,蒲団,NDC 913,新字新仮名,https://www.aozora.gr.jp/cards/000214/card1669.html,214,著者,新潮文庫、新潮社,1952（昭和27）年3月15日,https://www.aozora.gr.jp/cards/000214/files/1669_8259.html,51214.0,novel,1952.0
88,16034,遺書,NDC 916,新字旧仮名,https://www.aozora.gr.jp/cards/000879/card16034.html,879,著者,岩波書店,1998（平成10）年1月29日,https://www.aozora.gr.jp/cards/000879/files/16034_33783.html,2057.0,shortshort,1998.0
89,45340,暗号舞踏人の謎,NDC K933,新字新仮名,https://www.aozora.gr.jp/cards/000009/card45340.html,9,著者,平凡社,1929（昭和4）年10月5日,https://www.aozora.gr.jp/cards/000009/files/45340_18750.html,27280.0,novel,1929.0
90,1504,夜明け前,NDC 913,新字新仮名,https://www.aozora.gr.jp/cards/000158/card1504.html,158,著者,岩波文庫、岩波書店,1969（昭和44）年1月16日,https://www.aozora.gr.jp/cards/000158/files/1504_14585.html,234209.0,novel,1969.0
91,14,あばばばば,NDC 913,新字旧仮名,https://www.aozora.gr.jp/cards/000879/card14.html,879,著者,筑摩書房,1968（昭和43）年8月25日,https://www.aozora.gr.jp/cards/000879/files/14_14602.html,6990.0,short,1968.0
92,56648,人間椅子,NDC 913,新字新仮名,https://www.aozora.gr.jp/cards/001779/card56648.html,1779,著者,光文社文庫、光文社,2004（平成16）年7月20日,https://www.aozora.gr.jp/cards/001779/files/56648_58207.html,16195.0,novelette,2004.0
93,33205,ジーキル博士とハイド氏の怪事件,NDC 933,新字新仮名,https://www.aozora.gr.jp/cards/000888/card33205.html,888,著者,新潮文庫、新潮社,1950（昭和25）年11月25日,https://www.aozora.gr.jp/cards/000888/files/33205_26197.html,74606.0,novel,1950.0
94,19,或阿呆の一生,NDC 913,新字旧仮名,https://www.aozora.gr.jp/cards/000879/card19.html,879,著者,筑摩書房,1968（昭和43）年8月25日,https://www.aozora.gr.jp/cards/000879/files/19_14618.html,13828.0,novelette,1968.0
95,647,野菊の墓,NDC 913,新字新仮名,https://www.aozora.gr.jp/cards/000058/card647.html,58,著者,河出書房,1969（昭和44）年,https://www.aozora.gr.jp/cards/000058/files/647_20406.html,35868.0,novel,1969.0
96,45761,河童,NDC 913,新字旧仮名,https://www.aozora.gr.jp/cards/000879/card45761.html,879,著者,岩波書店,1996（平成8）年12月9日,https://www.aozora.gr.jp/cards/000879/files/45761_39095.html,37209.0,novel,1996.0
97,18376,桃太郎,NDC K913,新字新仮名,https://www.aozora.gr.jp/cards/000329/card18376.html,329,著者,講談社学術文庫、講談社,1983（昭和58）年5月10日,https://www.aozora.gr.jp/cards/000329/files/18376_12100.html,8078.0,short,1983.0
98,472,やまなし,NDC 913,新字旧仮名,https://www.aozora.gr.jp/cards/000081/card472.html,81,著者,ちくま文庫、筑摩書房,1986（昭和61）年1月28日,https://www.aozora.gr.jp/cards/000081/files/472_42317.html,2838.0,shortshort,1986.0
99,98,蜜柑,NDC 913,新字旧仮名,https://www.aozora.gr.jp/cards/000879/card98.html,879,著者,筑摩書房,1968（昭和43）年8月25日,https://www.aozora.gr.jp/cards/000879/files/98_15272.html,3551.0,shortshort,1968.0
100,42311,赤ずきんちゃん,NDC K943,新字新仮名,https://www.aozora.gr.jp/cards/001091/card42311.html,1092,著者,小峰書店,1949（昭和24）年2月20日,https://www.aozora.gr.jp/cards/001091/files/42311_15546.html,3805.0,shortshort,1949.0
101,42311,赤ずきんちゃん,NDC K943,新字新仮名,https://www.aozora.gr.jp/cards/001091/card42311.html,1091,著者,小峰書店,1949（昭和24）年2月20日,https://www.aozora.gr.jp/cards/001091/files/42311_15546.html,3805.0,shortshort,1949.0
102,55,芋粥,NDC 913,新字旧仮名,https://www.aozora.gr.jp/cards/000879/card55.html,879,著者,筑摩書房,1968（昭和43）年8月25日,https://www.aozora.gr.jp/cards/000879/files/55_14824.html,16399.0,novelette,1968.0
103,128,羅生門,NDC 913,旧字旧仮名,https://www.aozora.gr.jp/cards/000879/card128.html,879,著者,ほるぷ出版,1976（昭和51）年4月1日,https://www.aozora.gr.jp/cards/000879/files/128_15261.html,7447.0,short,1976.0
104,522,金色夜叉,NDC 913,新字旧仮名,https://www.aozora.gr.jp/cards/000091/card522.html,91,著者,新潮文庫、新潮社,1969（昭和44）年11月10日,https://www.aozora.gr.jp/cards/000091/files/522_19603.html,346500.0,novel,1969.0
105,258,グッド・バイ,NDC 913,新字新仮名,https://www.aozora.gr.jp/cards/000035/card258.html,35,著者,ちくま文庫、筑摩書房,1989（平成元）年5月30日,https://www.aozora.gr.jp/cards/000035/files/258_20179.html,15703.0,novelette,1989.0
106,45245,高瀬舟,NDC 913,新字新仮名,https://www.aozora.gr.jp/cards/000129/card45245.html,129,著者,岩波文庫、岩波書店,1938（昭和13）年7月1日,https://www.aozora.gr.jp/cards/000129/files/45245_22007.html,9500.0,short,1938.0
107,1607,川端康成へ,NDC 914,新字新仮名,https://www.aozora.gr.jp/cards/000035/card1607.html,35,著者,新潮文庫、新潮社,1980（昭和55）年9月25日,https://www.aozora.gr.jp/cards/000035/files/1607_13766.html,2138.0,shortshort,1980.0
108,42286,カラマゾフの兄弟,NDC 983,新字新仮名,https://www.aozora.gr.jp/cards/000363/card42286.html,363,著者,角川文庫、角川書店,1968（昭和43）年8月30日改版初版,https://www.aozora.gr.jp/cards/000363/files/42286_37300.html,419452.0,novel,1968.0
109,211,一房の葡萄,NDC K913,新字新仮名,https://www.aozora.gr.jp/cards/000025/card211.html,25,著者,新潮文庫、新潮社,1955（昭和30）年6月25日、1974（昭和49）年9月10日29刷改版,https://www.aozora.gr.jp/cards/000025/files/211_20472.html,7087.0,short,1955.0
110,308,桜桃,NDC 913,新字新仮名,https://www.aozora.gr.jp/cards/000035/card308.html,35,著者,角川文庫、角川書店,1989（平成元）年4月10日,https://www.aozora.gr.jp/cards/000035/files/308_14910.html,5201.0,short,1989.0
111,4254,船中八策,NDC 311,新字旧仮名,https://www.aozora.gr.jp/cards/000908/card4254.html,908,著者,筑摩書房,1969（昭和44）年7月5日,https://www.aozora.gr.jp/cards/000908/files/4254_16911.html,412.0,flash,1969.0
